0.082975,0.077775,0.095629,0.091349,0.091264,0.085513,0.095334,0.088233,0.092816,0.082989,0.090117,0.089044,0.088363,0.085598,0.089572,0.089115,0.10045,0.10022,0.099624,0.099445,0.089578,0.091588,0.089314,0.087967,0.092867,0.091359,0.096293,0.098337,0.093413,0.093873,0.093806,0.095789,0.09255,0.0939,0.096864,0.092804,0.08937,0.090781,0.085559,0.083493,0.09429,0.092749,0.087941,0.085591,0.1024,0.10133,0.087502,0.084084,0.095382,0.090818,0.089378,0.088449,0.099176,0.098678,0.093593,0.08962,0.08395,0.081399,0.08963,0.09071,0.086708,0.084359,0.080314,0.076664,0.095249,0.091978,0.090301,0.085058,0.083654,0.07555,0.078025,0.084065,0.084073,0.082201,0.07938,0.090434,0.087003,0.089531,0.085231,0.071104,0.071684,0.080215,0.081328,0.084738,0.083506,0.096022,0.094901,0.091171,0.091076,0.092605,0.092691,0.092465,0.085439,0.092893,0.088973,0.085916,0.090076,0.087747,0.090875,0.087917,0.085727,0.089832,0.089384,0.081913,0.080661,0.071808,0.072383,0.086654,0.086739,0.094998,0.096051,0.086227,0.073302,0.097616,0.094116,0.098734,0.097699,0.097459,0.098419,0.093428,0.0916,0.097842,0.096433,0.02874,0.036272,0.041585,0.036373,0.018266,0.019618,0.035942,0.032936,0.02999,0.036675,0.033376,0.018451,0.022688,0.034281
0.088889,0.083436,0.094583,0.086795,0.088287,0.084984,0.089048,0.08289,0.086636,0.076518,0.087145,0.078053,0.086393,0.075425,0.087565,0.080785,0.094865,0.09521,0.095893,0.095745,0.088444,0.089695,0.091037,0.090671,0.092991,0.09097,0.089939,0.090072,0.092393,0.090123,0.086528,0.090207,0.088049,0.089101,0.094123,0.090739,0.085572,0.087338,0.089296,0.088553,0.093454,0.09081,0.081982,0.070809,0.096417,0.096287,0.083118,0.08234,0.090263,0.086796,0.088051,0.085941,0.094425,0.094813,0.091043,0.091438,0.083849,0.082008,0.08907,0.091347,0.086318,0.084054,0.086589,0.086211,0.091652,0.092286,0.091972,0.088275,0.088441,0.084958,0.086312,0.089232,0.091462,0.089292,0.088202,0.091717,0.092282,0.088933,0.088829,0.079994,0.080491,0.083826,0.083192,0.085751,0.08625,0.091255,0.091233,0.089662,0.089298,0.085816,0.08672,0.087827,0.07811,0.088138,0.085531,0.086891,0.086333,0.088874,0.087885,0.086804,0.083501,0.091594,0.091533,0.085744,0.085187,0.083698,0.084223,0.08739,0.089475,0.091087,0.092594,0.085073,0.073154,0.094187,0.092712,0.093497,0.093754,0.090588,0.092093,0.091429,0.091187,0.091881,0.092524,0.071222,0.061014,0.067525,0.060757,0.045714,0.035695,0.050791,0.067988,0.054902,0.05475,0.053413,0.048525,0.032067,0.037364
0.088691,0.08472,0.092445,0.092243,0.08687,0.08484,0.085693,0.087408,0.081817,0.086137,0.085796,0.086296,0.084962,0.085282,0.086366,0.087822,0.094246,0.094416,0.095202,0.094895,0.090217,0.090512,0.091403,0.089835,0.089592,0.090479,0.091083,0.091112,0.090384,0.090842,0.087391,0.090665,0.089592,0.090025,0.092393,0.091713,0.087743,0.088474,0.085801,0.085693,0.089942,0.092104,0.081459,0.082844,0.096123,0.096051,0.085333,0.083945,0.089252,0.087263,0.087127,0.084187,0.093789,0.09319,0.088969,0.089928,0.083105,0.079084,0.090138,0.091299,0.085732,0.080758,0.084181,0.080611,0.091378,0.091533,0.08933,0.087995,0.088089,0.083513,0.085552,0.09122,0.090093,0.090669,0.088656,0.091544,0.09129,0.089521,0.08965,0.07709,0.078188,0.084669,0.082334,0.086442,0.083523,0.090788,0.090404,0.088705,0.088583,0.087622,0.087965,0.082873,0.087195,0.085656,0.089759,0.083795,0.088991,0.087249,0.087882,0.084509,0.089597,0.089025,0.089127,0.084564,0.082848,0.086248,0.083333,0.091385,0.089001,0.090982,0.09176,0.089789,0.080867,0.094342,0.091356,0.092262,0.092818,0.090523,0.09244,0.088808,0.088999,0.091867,0.091781,0.057574,0.050174,0.066798,0.05567,0.042144,0.022054,0.064688,0.057442,0.043257,0.06392,0.06576,0.038447,0.03931,0.06097
0.091389,0.085841,0.098112,0.091107,0.086069,0.085205,0.088657,0.085631,0.090663,0.084738,0.093412,0.08732,0.092827,0.086636,0.093567,0.087198,0.09826,0.098596,0.098909,0.098825,0.08599,0.088801,0.083529,0.08285,0.093238,0.09116,0.092962,0.094253,0.093701,0.091418,0.090183,0.093056,0.091884,0.093008,0.097335,0.092887,0.08621,0.09085,0.084593,0.083745,0.094659,0.093251,0.089878,0.083468,0.099848,0.099371,0.084299,0.084733,0.092002,0.089056,0.083903,0.084689,0.096388,0.096638,0.091096,0.092775,0.077083,0.081493,0.091998,0.093423,0.078114,0.084013,0.07913,0.081787,0.093934,0.094361,0.093778,0.078554,0.080901,0.070443,0.075304,0.082341,0.08207,0.074885,0.075615,0.084967,0.087158,0.081644,0.087386,0.060784,0.068656,0.072396,0.079033,0.07952,0.083463,0.090384,0.090956,0.086612,0.088417,0.089783,0.089706,0.093273,0.087786,0.093139,0.091086,0.089784,0.088574,0.088394,0.088774,0.091615,0.087623,0.088079,0.089678,0.081377,0.078733,0.069126,0.069972,0.089992,0.088439,0.093139,0.096653,0.089562,0.077492,0.099655,0.095584,0.096379,0.095832,0.094391,0.096622,0.091618,0.090093,0.091349,0.092471,0.075097,0.04555,0.072209,0.069162,0.023723,0.01865,0.042739,0.074231,0.036735,0.0712,0.067961,0.031833,0.03735,0.032507
0.088788,0.086456,0.090203,0.089808,0.084112,0.082376,0.084245,0.082757,0.082878,0.081217,0.08251,0.086249,0.081406,0.084189,0.083809,0.085527,0.093029,0.092815,0.093554,0.093247,0.090744,0.091271,0.091158,0.091523,0.088069,0.090123,0.09055,0.091583,0.087127,0.088372,0.088829,0.090317,0.090619,0.090781,0.091299,0.08893,0.090295,0.09128,0.089912,0.089255,0.090878,0.091698,0.078141,0.07965,0.093777,0.093392,0.089555,0.088872,0.088939,0.085063,0.084582,0.082378,0.092746,0.092378,0.089251,0.088707,0.083872,0.081422,0.090928,0.090947,0.082446,0.081122,0.084975,0.083175,0.091339,0.089961,0.085195,0.090314,0.09095,0.089307,0.090251,0.088566,0.08916,0.088929,0.089149,0.090083,0.089124,0.090178,0.090999,0.087582,0.088106,0.083974,0.08237,0.085541,0.083174,0.090828,0.090475,0.089191,0.08923,0.089558,0.089774,0.085606,0.083068,0.088022,0.088133,0.08878,0.090525,0.090099,0.09111,0.088046,0.088965,0.088536,0.089926,0.083724,0.082751,0.085779,0.085363,0.087744,0.08956,0.090784,0.091725,0.08629,0.083585,0.090933,0.09096,0.090035,0.090469,0.091326,0.091993,0.091582,0.091494,0.091911,0.091258,0.067779,0.054916,0.059692,0.06131,0.05342,0.043609,0.051627,0.067986,0.057563,0.058727,0.056947,0.03858,0.012344,0.046811
0.086579,0.088618,0.091643,0.090947,0.082572,0.087981,0.083145,0.088548,0.082397,0.085666,0.087929,0.086324,0.086427,0.087272,0.088572,0.088756,0.093138,0.093383,0.093591,0.093562,0.089772,0.08947,0.090051,0.089313,0.090539,0.089052,0.089926,0.088653,0.088239,0.088497,0.086052,0.087565,0.089258,0.089221,0.090569,0.09216,0.086955,0.087668,0.087975,0.087012,0.092107,0.090967,0.084137,0.084474,0.093669,0.093526,0.085542,0.083363,0.085415,0.089533,0.079929,0.088437,0.092804,0.092903,0.087134,0.091223,0.079268,0.083198,0.089675,0.091935,0.077251,0.086017,0.081755,0.084249,0.09078,0.091944,0.087427,0.088454,0.087927,0.086193,0.086461,0.087982,0.088945,0.088411,0.087997,0.090413,0.090432,0.089639,0.089053,0.082637,0.083494,0.081916,0.085502,0.082618,0.087033,0.089208,0.088798,0.087611,0.087397,0.08628,0.085974,0.084638,0.086015,0.086462,0.088962,0.089171,0.0893,0.08926,0.089275,0.087686,0.088662,0.089155,0.08878,0.083949,0.084541,0.082789,0.085605,0.088568,0.090995,0.092056,0.090946,0.086082,0.085513,0.092669,0.092393,0.09067,0.09105,0.090634,0.090495,0.089781,0.089122,0.090877,0.090352,0.061892,0.042736,0.060811,0.062652,0.060323,0.056229,0.048754,0.061834,0.046017,0.065185,0.064394,0.055067,0.056612,0.045313
0.088447,0.087821,0.09097,0.089348,0.086612,0.087782,0.0863,0.087423,0.085281,0.085031,0.086167,0.087909,0.085358,0.085374,0.086838,0.08643,0.091995,0.092092,0.092228,0.092013,0.088997,0.089732,0.089564,0.0886,0.091106,0.090713,0.091064,0.090656,0.090571,0.090637,0.089489,0.090322,0.089534,0.089585,0.09106,0.090785,0.088024,0.088905,0.086137,0.085756,0.09116,0.090718,0.084375,0.083482,0.092483,0.092395,0.086733,0.086186,0.089301,0.08925,0.085675,0.088252,0.091919,0.091894,0.089063,0.091172,0.082055,0.082612,0.088974,0.089536,0.081774,0.085979,0.084912,0.085791,0.090159,0.090429,0.088787,0.088354,0.088334,0.086972,0.087603,0.08711,0.085447,0.087301,0.087861,0.088671,0.087302,0.088397,0.088507,0.085127,0.085087,0.084538,0.085298,0.085057,0.08762,0.089965,0.090197,0.088775,0.08898,0.088478,0.088049,0.087111,0.08611,0.08804,0.089161,0.08832,0.087369,0.086965,0.086732,0.088633,0.089324,0.089737,0.08914,0.085502,0.085674,0.08004,0.081964,0.087451,0.087488,0.090174,0.090107,0.086058,0.081445,0.091869,0.090916,0.091336,0.091905,0.09083,0.091023,0.087233,0.086943,0.090962,0.090391,0.066248,0.053322,0.060477,0.060877,0.045214,0.043785,0.029492,0.07116,0.064615,0.06794,0.06268,0.053297,0.046952,0.033369
0.08971,0.086968,0.091968,0.089844,0.086617,0.084751,0.087934,0.085634,0.088419,0.084054,0.090232,0.08923,0.089971,0.087959,0.090366,0.089104,0.091605,0.091909,0.092435,0.092482,0.088314,0.088496,0.089768,0.089264,0.091149,0.090451,0.089781,0.089059,0.091081,0.090672,0.088414,0.08859,0.088398,0.088782,0.091071,0.089993,0.087552,0.087596,0.08895,0.088572,0.091467,0.090889,0.08896,0.086338,0.092724,0.092638,0.085633,0.084709,0.089094,0.088595,0.086437,0.086988,0.091331,0.091375,0.0888,0.088987,0.081911,0.082431,0.090679,0.091517,0.084522,0.084957,0.083348,0.083981,0.090636,0.090726,0.090759,0.087625,0.087576,0.086005,0.086588,0.091225,0.090539,0.089848,0.088451,0.091118,0.090756,0.089698,0.089246,0.082855,0.081464,0.083392,0.083905,0.084829,0.084737,0.089125,0.089296,0.089067,0.088847,0.087503,0.087619,0.08922,0.085887,0.089418,0.08865,0.089959,0.090252,0.089771,0.089926,0.08997,0.090057,0.090396,0.089879,0.082487,0.082379,0.089074,0.087845,0.09132,0.090636,0.09003,0.090072,0.090687,0.085982,0.091416,0.091726,0.090999,0.091278,0.0893,0.089658,0.090396,0.090071,0.089607,0.08984,0.038997,0.03816,0.052477,0.043619,0.071806,0.050279,0.04272,0.043554,0.039076,0.049989,0.043247,0.066265,0.034255,0.038655
0.079782,0.083256,0.096165,0.093996,0.082221,0.087481,0.08904,0.089279,0.089738,0.084377,0.088625,0.077869,0.090422,0.086857,0.090851,0.089091,0.09706,0.097851,0.09874,0.098073,0.095651,0.096572,0.093614,0.093181,0.09291,0.083408,0.094252,0.090066,0.089807,0.083795,0.089439,0.086499,0.094223,0.0952,0.092257,0.093807,0.093648,0.095854,0.082278,0.078655,0.093924,0.087284,0.086632,0.081756,0.10135,0.10104,0.090723,0.08944,0.088713,0.089747,0.081697,0.087212,0.094079,0.095529,0.089619,0.09288,0.073226,0.078341,0.091037,0.092507,0.077722,0.083028,0.073771,0.078259,0.092858,0.093767,0.08993,0.093662,0.094693,0.092474,0.09378,0.084805,0.083001,0.091663,0.093232,0.090204,0.092739,0.093131,0.095157,0.086749,0.088371,0.068372,0.073365,0.072091,0.079416,0.089557,0.087847,0.085562,0.08193,0.089591,0.088819,0.089036,0.083717,0.089684,0.089277,0.086554,0.080723,0.086453,0.079936,0.090365,0.078066,0.088231,0.082064,0.073258,0.072759,0.070331,0.070953,0.088784,0.091583,0.094741,0.0964,0.079722,0.076636,0.095508,0.096924,0.093319,0.092176,0.093452,0.093582,0.087169,0.083761,0.095473,0.091721,0.061988,0.041003,0.063022,0.060801,0.04469,0.021894,0.051782,0.065847,0.048917,0.067624,0.067332,0.05098,0.027423,0.044338
0.091237,0.089095,0.097108,0.093016,0.086921,0.086711,0.088601,0.088199,0.084708,0.083538,0.08907,0.083838,0.087539,0.085075,0.089133,0.0878,0.096228,0.096496,0.097782,0.097297,0.085785,0.086439,0.090943,0.089982,0.094135,0.091239,0.090093,0.089913,0.094112,0.091622,0.084496,0.090208,0.084674,0.08585,0.095607,0.094292,0.084629,0.086137,0.090672,0.08992,0.093079,0.091583,0.08618,0.083299,0.098541,0.097979,0.076335,0.074305,0.091452,0.090797,0.087719,0.089261,0.095976,0.095501,0.092124,0.092435,0.081446,0.081834,0.090041,0.090849,0.084327,0.085956,0.085162,0.083689,0.094765,0.094559,0.092728,0.082919,0.083266,0.078671,0.081493,0.095425,0.095657,0.089363,0.086071,0.095537,0.096162,0.089606,0.089989,0.072561,0.071685,0.082343,0.083603,0.085079,0.08621,0.090395,0.092068,0.090132,0.091374,0.081897,0.084262,0.087202,0.084711,0.08809,0.087505,0.088845,0.087312,0.090192,0.088853,0.090163,0.08787,0.093771,0.092019,0.081347,0.081808,0.087364,0.088669,0.095617,0.095417,0.092299,0.092838,0.0901,0.087466,0.096477,0.096296,0.094211,0.096261,0.090099,0.09299,0.09198,0.091656,0.091939,0.092199,0.038207,0.026035,0.046022,0.045373,0.044004,0.033686,0.019951,0.037482,0.028569,0.051661,0.047862,0.033001,0.035679,0.02072
